ID	RE	R1_Unsorted	R1_Negative	R1_Low	R1_Medium	R1_High	R2_Unsorted	R2_Negative	R2_Low	R2_Medium	R2_High
gRNA_4287	RE90	223.351711012929	205.705589835787	179.474335228713	202.426407276871	165.623928718573	82.8477666817054	71.094530967705	108.285272197551	73.3751196343539	72.0210119691274
gRNA_2118	RE52	388.582158936992	311.042751780683	415.110707331719	395.377535915251	368.710412742537	421.442987033023	274.074568658109	404.941799155428	389.081226482166	380.062689668407
gRNA_399	RE15	602.800528607385	637.985452534181	629.991544068138	609.001999764886	669.396711904232	599.145443103927	573.908025347995	549.322162085497	618.861206389748	634.305539149784
BRDN0000738000	NT	313.024516921466	320.980219888692	286.914753596923	226.545298356669	331.247857437146	267.754376377106	320.440567115308	277.481010006226	249.089221916622	345.353768237502
gRNA_3513	RE76	133.678905104392	138.130806701325	213.659922891326	160.218347887226	109.430095760485	58.8339212667183	65.9427533613496	91.3656984166844	65.6514228307377	92.8463648276702
gRNA_1364	RE36	252.412342557362	292.161562375466	224.648147497165	269.61474671345	225.761188550912	421.442987033023	366.806565572507	427.501230863251	433.492483102959	412.168441991994
gRNA_1783	RE46	646.806627803241	461.098520211619	689.816322477709	799.368961501859	931.634599041973	754.034746030594	496.631361252664	723.029786235737	847.675724196877	1058.62210364259
gRNA_1399	RE37	337.933629673837	306.074017726678	389.47151658476	369.535866901182	410.11639492218	471.872062404496	542.997359709863	432.013117204816	509.763989038669	498.073022533483
gRNA_1331	RE35	594.497491023262	682.704059020221	638.537940983791	528.031436854138	618.13216253896	656.778672099896	726.400642496116	658.73540586844	642.032296800596	589.183941289608
gRNA_4190	RE88	475.764053570292	696.616514371434	548.190316446888	503.91254577434	488.984932407215	534.308060483462	672.82215539002	605.720741355056	526.176844746353	520.633821463571
gRNA_4610	RE98	409.339752897301	434.267356319995	371.15780890836	348.001142722792	420.960818826373	345.799373975814	358.563721402338	297.784498543267	345.635431961824	370.517736274908
gRNA_1048	RE30	326.309377056064	270.299132537846	262.496476695057	288.565303990434	323.361003688642	396.228449347286	376.079765263946	404.941799155428	387.150302281262	327.131584486277
gRNA_7052	RE138	432.588258132848	401.473711563565	382.1460335142	414.328093192235	444.621380071883	530.705983671214	528.572382412067	575.265508549494	548.38247305675	520.633821463571
gRNA_5804	RE119	247.430520006888	291.167815564665	247.845510553938	269.61474671345	221.81776167666	205.318378298139	293.651323562259	234.618089761362	220.125358903061	234.285219658607
gRNA_5137	RE108	729.837003644479	636.99170572338	704.467288618829	717.537009623975	766.996527041963	621.958596248165	710.94530967705	641.815832087573	611.137509586131	635.173262185557
gRNA_6866	RE134	847.740137339037	946.046963882461	852.197863875117	845.022576760047	888.256903425204	650.77521074615	544.027715231134	639.559888916791	637.204986298336	661.204953258736
gRNA_5514	RE112	455.836763368395	389.548749833954	378.48329197892	420.357815962184	382.512406802418	523.501830046718	617.182957241381	543.682304158541	666.168849311897	688.972090403459
gRNA_5600	RE113	232.485052355465	189.805640862972	222.206319806979	243.773077699381	222.803618395223	315.78206720708	269.953146573024	277.481010006226	328.257114153688	377.459520561089
gRNA_4286	RE90	141.981942688516	154.03075567414	162.381541397407	170.555015492853	166.609785437135	230.532915983876	200.919326647862	274.097095250053	205.643427396281	203.047190370792
gRNA_1578	RE42	702.436979616871	569.416922588918	763.071153183307	682.220061971414	657.566431281477	587.138520396434	707.854243113237	540.298389402368	620.792130590652	589.183941289608
gRNA_4461	RE94	421.794309273487	372.655054050339	455.400864219797	415.189482159371	417.017391952121	493.484523277984	450.265362795465	468.108207937333	500.109368034148	426.052010564356
gRNA_3649	RE79	63.1030856393406	75.5247576208687	58.603864564478	42.2080593896456	56.1938329580872	73.2422285157106	58.7302647124519	57.5265508549494	72.4096575339018	107.597656435804
gRNA_638	RE22	165.230447924063	192.786881295375	213.659922891326	227.406687323804	210.973337772468	309.778605853333	335.895899934374	274.097095250053	304.120561642387	289.819493948054
gRNA_5955	RE121	623.558122567695	688.666539885027	567.72493796838	611.586166666293	559.966616143746	322.986220831576	418.324341636061	362.078878910564	394.873999084878	362.708228952954
gRNA_6819	RE133	671.715740555613	597.241833291343	717.897340914855	785.586738027689	673.340138778484	636.366903497157	688.277488209086	593.313053915753	594.724653878447	618.686524505877
gRNA_5674	RE114	509.806507665199	512.773354373267	441.970811923771	545.25921619685	438.706239760505	811.667975026563	806.768373155261	759.124876968254	837.055641091905	895.490172917343
gRNA_1929	RE49	312.194213163053	282.224094267457	340.634962781028	442.753929107711	389.413403832359	330.190374456072	288.499545955904	412.837600253166	393.908536984426	310.644846806597
gRNA_3595	RE78	37.3636691285569	34.7811383780316	29.301932282239	67.1883394365787	63.0948299880278	130.875457511679	140.128350892867	94.7496131728579	144.819315067803	108.465379471577
gRNA_935	RE25	331.291199606538	341.848902915511	261.275562849964	369.535866901182	329.27614400002	390.22498799354	403.899364338266	355.311049398217	437.354331504767	466.834993245669
gRNA_4350	RE93	376.127602560806	422.342394590384	441.970811923771	341.971419952842	273.082311041932	355.404912141808	432.749318933856	385.766282203778	345.635431961824	313.248015913915
gRNA_5987	RE121	471.61253477823	547.554492751298	385.80877504948	404.852814553743	401.243684455114	387.823603452041	337.956610976916	391.406140130734	321.498879450524	393.078535204996
gRNA_1236	RE32	670.8854367972	801.95367631633	643.421596364164	759.74506901362	879.384192958137	371.01391166155	404.929719859537	333.879589275785	371.702908674029	338.411983951321
gRNA_5943	RE120	900.879577877429	898.347116964018	931.557263806181	832.963131220149	898.115470610833	1162.27011808537	1166.36245007887	1193.39393734385	1116.07418812254	1266.00790919225
gRNA_6629	RE128	229.994141080228	176.886932322561	251.508252089218	273.060302581993	310.544866347324	313.380682665581	269.953146573024	347.415248300479	355.290052966345	354.030998595228
gRNA_4787	RE104	354.539704842085	298.124043240271	273.484701300897	330.773363380079	328.290287281457	374.615988473798	342.078033062001	402.685855984646	375.564757075837	378.327243596862
gRNA_4348	RE92	536.376227934395	473.02348194123	608.015094856459	522.001714084188	459.409230850327	572.730213147442	632.638290060447	536.914474646194	531.004155248613	525.840159678207
gRNA_2967	RE65	883.443198950769	958.965672422873	907.138986904315	903.59702652527	989.800145437186	728.820208344858	702.702465506881	870.79406392198	660.376076709185	642.982769507511
gRNA_4084	RE87	295.588137994806	279.242853835054	277.147442836177	315.268361971638	384.484120239544	208.920455110387	126.733729116343	175.963567321021	214.332586300349	179.618668404932
gRNA_1883	RE48	526.412582833447	583.329377940131	495.691021107876	480.655043661678	507.716210059911	417.840910220775	322.50127815785	450.060662571075	423.837862098438	433.861517886309
gRNA_6203	RE124	401.036715313178	431.286115887592	333.309479710468	484.100599530221	452.508233820387	493.484523277984	467.781406657073	635.048002575226	503.005754335505	530.17877485707
gRNA_4453	RE94	328.800288331301	247.442955889425	366.274153527987	347.139753755656	232.662185580852	289.366837250594	350.320877232169	301.168413299441	320.533417350072	282.009986626101
gRNA_94	RE6	291.436619202744	248.436702700226	279.589270526363	299.763360563197	299.700442443132	362.609065766305	255.528169275229	358.69496415439	376.530219176289	410.432995920449
gRNA_6557	RE127	283.13358161862	288.186575132262	293.01932282239	302.347527464604	286.884305101814	307.377221311834	317.349500551494	323.727845007264	323.429803651428	322.792969307414
gRNA_858	RE23	270.679025242434	273.280372970248	294.240236667483	279.090025351942	320.403433532953	374.615988473798	349.290521710898	442.164861473337	422.872399997986	425.184287528583
gRNA_1341	RE36	582.873238405488	655.872895128597	538.423005686141	546.120605163986	672.354282059921	304.975836770336	383.292253912844	342.903361958914	259.709305021594	310.644846806597
gRNA_6499	RE127	749.764293846376	834.74732107276	788.710343930266	768.358958684977	697.000700023994	720.415362449612	837.679038793394	671.143093307743	682.581705019581	677.691690938415
gRNA_707	RE22	284.794189135445	262.349158051438	355.285928922147	293.733637793248	351.950848526967	229.332223713126	262.740657924127	240.257947688318	248.12375981617	257.713741624467
gRNA_6404	RE127	332.951807123363	394.517483887959	172.148852158154	253.248356337873	241.534896047919	462.266524238501	564.634825656556	443.292833058728	325.360727852332	301.099893413098
gRNA_3723	RE81	437.570080683322	423.336141401185	465.168174980544	490.13032230017	471.239511473082	316.982759477829	322.50127815785	300.04044171405	300.258713240579	320.189800200096
gRNA_2905	RE64	462.479193435694	410.417432860773	481.040054966756	410.021148356557	458.423374131764	468.269985592248	468.811762178344	383.510339032996	445.078028308383	406.094380741585
gRNA_1229	RE31	308.042694370991	309.055258159081	347.960445851588	285.119748121891	277.025737916184	266.553684106356	260.679946881585	289.888697445529	266.467539724758	243.830173052106
gRNA_4716	RE101	943.22506955646	894.372129720814	1029.23037141364	882.923691314015	886.285189988078	621.958596248165	630.577579017905	603.464798184273	683.547167120033	643.850492543283
gRNA_1363	RE36	259.885076383074	307.067764537479	263.717390540151	314.406973004503	310.544866347324	207.719762839638	274.074568658109	199.650970614236	232.676366208938	242.09472698056
gRNA_336	RE13	620.236907534045	684.691552641823	592.143214870246	621.922834271921	681.226992526987	549.917060003204	523.420604805712	561.7298495248	550.313397257654	488.528069139984
gRNA_4478	RE95	489.879217463302	538.61077145409	429.761673472838	472.041153990322	468.281941317393	552.318444544703	513.117049593001	703.854269284087	598.586502280255	494.602130390393
gRNA_2372	RE56	489.04891370489	470.042241508828	539.643919531234	561.625606572427	450.536520383261	555.920521356951	512.08669407173	677.91092282009	555.140707759914	691.575259510777
gRNA_1906	RE48	359.521527392559	278.249107024253	328.425824330095	377.288367605403	367.724556023974	450.259601531007	433.779674455127	516.610986109153	447.974414609739	445.141917351353
gRNA_5009	RE106	414.321575447776	515.754594805669	444.412639613958	416.050871126506	432.791099449128	314.58137493633	263.771013445398	348.54321988587	246.192835615266	321.925246271641
gRNA_583	RE20	304.721479337342	341.848902915511	256.391907469591	295.456415727519	318.431720095827	391.425680264289	406.990430902079	374.486566349867	460.525421915615	426.052010564356
gRNA_5902	RE120	462.479193435694	411.411179671574	404.122482725879	453.951985680474	427.861815856313	379.418757556796	326.622700242934	418.477458180122	332.118962555496	393.946258240769
gRNA_6353	RE127	156.097106581526	149.062021620135	145.288747566101	211.901685915363	197.171343712586	304.975836770336	241.103191977434	297.784498543267	313.775182646908	245.565619123651
gRNA_5843	RE119	329.630592089713	320.980219888692	366.274153527987	335.080308215757	309.559009628761	439.453371094263	435.84038549767	366.590765252128	427.699710500247	432.126071814764
gRNA_4143	RE88	1064.44941828466	1266.03343696035	947.429143792394	909.626749295219	932.620455760536	1002.57804607571	972.655612079906	867.410149165806	829.331944288289	848.633128985621
gRNA_694	RE22	205.915332086269	189.805640862972	184.357990609087	208.456130046821	222.803618395223	353.00352760031	415.233275072248	340.647418788132	409.355930591658	331.47019966514
gRNA_3829	RE84	263.206291416723	221.605538808601	314.995772034069	284.258359154756	294.771158850317	371.01391166155	368.867276615049	402.685855984646	384.253915979905	420.84567234972
gRNA_1163	RE31	512.297418940436	598.235580102144	534.760264150861	577.130607980868	466.310227880268	660.380748912144	584.211580560706	721.901814650346	673.892546115513	653.395445936782
gRNA_3310	RE71	461.648889677281	564.448188534914	524.992953390115	442.753929107711	429.833529293439	593.141981750181	476.024250827242	585.417252818015	568.657177166242	521.501544499344
gRNA_1683	RE43	685.830904448623	633.016718480176	659.293476350377	586.60588661936	610.245308790456	838.083204983049	701.67210998561	773.788507578339	787.817073968852	751.448148979088
gRNA_4923	RE105	307.212390612579	300.111536861873	335.751307400655	355.753643427012	329.27614400002	141.681687948423	154.553328190663	124.076874393028	159.301246574584	163.131930725252
gRNA_3617	RE79	150.28498027264	139.124553512126	133.079609115168	101.643898122003	160.694645125758	124.871996157932	102.005196605837	147.764277686242	148.681163469611	92.8463648276702
gRNA_6194	RE123	655.109665387365	706.553982479443	776.501205479333	683.942839905685	658.55228800004	331.391066726821	379.17083182776	444.420804644119	376.530219176289	380.930412704179
gRNA_5927	RE120	119.563741211382	82.4809852964751	148.951489101381	127.485567136072	154.77950481438	146.484457031421	138.067639850325	124.076874393028	134.199231962831	160.528761617934
BRDN0000738244	NT	695.794549549572	688.666539885027	608.015094856459	719.259787558246	742.350109077889	828.477666817054	783.070196166026	752.357047455907	866.984966205918	858.17808237912
gRNA_1268	RE33	501.503470081075	486.935937292443	448.075381149238	521.140325117053	452.508233820387	355.404912141808	326.622700242934	463.596321595769	409.355930591658	406.962103777358
gRNA_5384	RE111	310.533605646229	294.149055997067	328.425824330095	314.406973004503	364.766985868285	283.363375896847	245.224614062518	251.537663542229	233.64182830939	301.099893413098
gRNA_6601	RE128	519.770152766148	492.898418157248	489.586451882409	529.754214788409	607.287738634767	446.657524718759	391.535098083013	432.013117204816	449.905338810643	444.274194315581
gRNA_4814	RE105	526.412582833447	612.148035453357	438.308070388491	490.13032230017	511.659636934163	601.546827645426	624.395445890279	656.479462697658	597.621040179803	587.448495218063
gRNA_4271	RE90	132.84860134598	109.312149188099	118.428642974049	133.515289906021	100.557385293419	111.664381179689	113.339107339819	98.1335279290314	93.6498237438464	153.586977331753
gRNA_880	RE23	540.527746726457	454.142292536013	599.468697940806	517.69476924851	501.801069748533	492.283831007235	628.516867975363	491.795611230548	500.109368034148	439.067856100945
gRNA_6500	RE127	890.085629018068	826.797346586353	898.592589988662	852.775077464268	800.515655473102	750.432669218346	891.25752589949	821.163314164768	808.091778078344	934.537709527111
gRNA_2088	RE52	455.006459609982	448.179811671208	499.353762643156	637.427835680362	551.09390567668	313.380682665581	251.406747190145	375.614537935258	305.086023742839	348.824660380593
gRNA_5704	RE115	378.618513836044	460.104773400819	378.48329197892	422.080593896456	418.003248670684	505.491445985478	589.363358167062	430.885145619425	438.319793605219	590.919387361153
gRNA_3034	RE66	716.552143509881	766.178791127497	831.442328508531	750.269790375129	811.360079377295	620.757903977416	569.786603262911	710.622098796434	648.79053150376	685.501198260369
gRNA_6119	RE123	860.194693715222	953.996938368868	971.84742069426	898.428692722456	865.582198898256	662.782133453643	652.215044964598	580.90536647645	640.101372599692	721.077842727046
gRNA_3491	RE76	680.849081898149	710.528969722647	794.814913155732	680.497284037143	817.275219688672	684.394594327132	663.54895569858	667.75917855157	593.759191777995	670.749906652234
gRNA_1670	RE43	391.903373970642	369.673813617936	456.621778064891	484.100599530221	418.003248670684	509.093522797726	402.869008816995	597.824940257317	540.658776253134	551.004127715613
gRNA_6988	RE137	545.509569276931	581.341884318529	644.642510209258	602.972276994937	650.665434251536	569.128136335194	547.118781794947	624.896258306705	548.38247305675	546.66551253675
gRNA_613	RE21	676.697563106087	738.353880425072	705.688202463922	621.922834271921	636.863440191655	672.387671619638	679.004288517646	735.43747367504	659.410614608733	736.696857370953
gRNA_6498	RE127	438.400384441735	555.504467237705	426.098931937558	348.862531689927	414.059821796432	180.103840612403	220.496081552012	234.618089761362	208.539813697637	158.793315546389
gRNA_603	RE20	481.576179879178	492.898418157248	426.098931937558	442.753929107711	464.338514443142	689.197363410129	694.459621336713	712.878041967216	648.79053150376	682.898029153051
gRNA_6724	RE130	581.212630888664	554.510720426905	670.281700956217	651.210059154532	621.089732694648	494.685215548734	456.447495923091	525.634758792283	484.661974426916	580.506710931882
gRNA_6554	RE127	303.060871820517	287.192828321461	347.960445851588	308.377250234553	325.332717125768	387.823603452041	448.204651752923	417.349486594731	439.285255705671	463.364101102578
gRNA_5170	RE110	577.891415855014	560.47320129171	604.352353321179	543.536438262579	487.013218970089	409.436064325529	371.958343178862	416.22151500934	423.837862098438	441.671025208263
gRNA_1970	RE49	123.715260003444	81.4872384856742	145.288747566101	177.446127229938	229.704615425163	163.294148821912	95.8230634782111	166.939794637892	317.637031048716	382.665858775725
gRNA_801	RE22	388.582158936992	369.673813617936	439.528984233585	417.773649060777	373.639696335352	367.411834849302	328.683411285476	382.382367447605	398.735847486686	387.004473954588
gRNA_3250	RE70	653.44905787054	683.697805831022	661.735304040564	577.991996948004	624.047302850337	573.930905418191	512.08669407173	486.155753303592	478.869201824204	518.898375392026
gRNA_6314	RE126	458.327674643632	413.398673293176	483.481882656943	426.387538732134	486.027362251526	593.141981750181	666.640022262393	543.682304158541	546.451548855846	494.602130390393
gRNA_5491	RE112	644.315716528004	570.410669399719	577.492248729127	639.150613614633	669.396711904232	468.269985592248	553.300914922574	539.170417816977	503.005754335505	496.337576461938
gRNA_518	RE18	236.636571147527	254.399183565031	244.182769018658	247.218633567924	226.747045269474	393.827064805788	272.013857615567	437.652975131772	333.084424655948	449.480532530216
gRNA_4309	RE90	94.654628459011	103.349668323294	155.056058326848	124.901400234665	114.3593793533	285.764760438346	382.261898391573	199.650970614236	334.0498867564	276.803648411465
gRNA_856	RE22	481.576179879178	389.548749833954	407.785224261159	416.050871126506	403.21539789224	395.027757076537	394.626164646826	422.989344521687	307.982410044195	387.87219699036
gRNA_2813	RE61	587.855060955963	763.197550695095	575.05042103894	491.853100234441	491.942502562904	381.820142098294	494.570650210122	498.563440742895	355.290052966345	373.988628417999
gRNA_4666	RE99	620.236907534045	539.604518264891	572.608593348753	610.724777699157	627.990729724589	703.605670659121	829.436194623225	764.76473489521	765.611445658455	830.410945234396
gRNA_5728	RE116	242.448697456414	236.511740970615	284.472925906737	243.773077699381	338.148854467086	262.951607294108	198.858615605319	207.546771711974	219.159896802609	190.031344834203
gRNA_3335	RE72	490.709521221714	496.873405400452	505.458331868622	537.506715492629	549.122192239554	210.121147381137	118.490884946175	183.85936841876	167.990405478652	178.750945369159
gRNA_1694	RE43	331.291199606538	295.142802807868	369.936895063267	316.991139905909	318.431720095827	366.211142578553	380.201187349031	278.608981591618	332.118962555496	308.909400735052
gRNA_1561	RE41	492.370128738539	594.260592858941	471.27274420601	581.437552816546	510.6737802156	444.256140177261	415.233275072248	506.459241840633	410.32139269211	446.877363422899
gRNA_537	RE18	541.358050484869	500.848392643656	462.726347290357	600.38811009353	581.655463952131	498.287292360982	492.509939167579	576.393480134885	579.277260271215	573.564926645701
BRDN0000737751	NT	445.873118267446	445.198571238805	484.702796502036	524.585880985595	549.122192239554	602.747519916175	595.545491294688	530.146645133848	573.484487668502	550.13640467984
gRNA_5966	RE121	233.315356113877	203.718096214185	214.880836736419	217.931408685313	252.379319952111	273.757837730852	226.678214679639	256.049549883794	215.298048400801	321.057523235869
gRNA_1623	RE42	795.431000559057	751.272588965484	711.792771689389	720.121176525382	678.269422371299	738.425746510853	525.481315848254	670.015121722352	616.930282188844	632.570093078239
gRNA_6811	RE133	783.806747941284	774.128765613905	752.082928577467	707.200342018347	810.374222658732	439.453371094263	349.290521710898	459.084435254204	483.696512326464	492.866684318847
gRNA_1535	RE40	758.0673314305	658.854135561	748.420187042187	781.279793192011	796.572228598851	648.373826204651	578.02944743308	568.497679037147	697.063636526362	523.236990570889
gRNA_5310	RE111	203.424420811032	200.736855781782	227.089975187352	240.327521830839	273.082311041932	337.394528080568	278.195990743193	284.248839518573	264.536615523854	378.327243596862
gRNA_5407	RE112	684.170296931798	699.597754803837	654.409820970004	711.507286854025	713.760264239564	385.422218910542	311.167367423868	407.19774232621	351.428204564537	326.263861450504
gRNA_3614	RE79	282.303277860208	322.967713510294	358.948670457427	390.209202112437	376.597266491041	463.46721650925	440.992163104025	492.923582815939	410.32139269211	507.617975926982
gRNA_4547	RE97	324.648769539239	388.555003023153	333.309479710468	287.703915023298	245.47832292217	462.266524238501	502.81349438029	536.914474646194	444.112566207931	385.269027883043
gRNA_158	RE7	560.455036928354	539.604518264891	432.203501163025	478.070876760271	542.221195209614	373.415296203049	397.717231210639	362.078878910564	388.115764381714	429.522902707446
gRNA_907	RE24	343.745755982724	384.58001577995	448.075381149238	405.714203520879	402.229541173677	524.702522317467	478.084961869784	514.355042938371	451.836263011547	517.162929320481
gRNA_4810	RE105	729.006699886067	696.616514371434	744.757445506908	826.072019483064	700.944126898246	560.723290439948	611.000824113754	471.492122693507	605.344736983419	537.120559143251
gRNA_1311	RE35	378.618513836044	385.573762590751	358.948670457427	345.416975821385	493.91421600003	271.356453189354	292.620968040988	296.656526957876	283.845857532895	287.216324840737
gRNA_4234	RE90	346.236667257961	352.780117834321	433.424415008118	382.456701408217	472.225368191645	409.436064325529	377.110120785218	438.780946717163	442.181642007027	417.374780206629
gRNA_3073	RE66	313.854820679878	334.892675239905	260.054649004871	300.624749530333	349.979135089841	613.55375035292	548.149137316218	723.029786235737	591.828267577091	650.792276829464
gRNA_2208	RE53	469.951927261405	530.660796967683	578.71316257422	494.437267135848	506.730353341348	498.287292360982	437.901096540212	636.175974160617	510.729451139121	485.924900032666
gRNA_984	RE26	549.661088068993	511.779607562466	603.131439476086	509.942268544289	549.122192239554	230.532915983876	266.862080009211	357.566992568999	264.536615523854	340.147430022866
gRNA_5476	RE112	490.709521221714	475.010975562832	461.505433445264	511.665046478561	610.245308790456	694.000132493126	555.361625965116	640.687860502182	699.960022827718	691.575259510777
gRNA_3609	RE79	368.654868735095	425.323635022787	437.087156543398	309.238639201689	338.148854467086	242.539838691369	222.556792594554	249.281720371447	260.674767122046	252.507403409832
gRNA_3224	RE70	591.176275989612	558.485707670108	544.527574911608	604.695054929208	497.857642874282	367.411834849302	288.499545955904	348.54321988587	403.563157988946	455.554593780625
gRNA_2089	RE52	901.709881635841	358.742598699126	943.766402257114	1335.15289906021	1543.85162126955	726.418823803359	252.437102711416	827.931143677115	1079.38662830536	1356.2511049126
gRNA_5089	RE107	350.388186050023	345.823890158714	427.319845782652	306.654472300282	359.837702275471	391.425680264289	390.504742561742	377.87048110604	377.495681276741	376.591797525316
gRNA_878	RE23	315.515428196703	358.742598699126	343.076790471214	403.130036619472	377.583123209603	428.647140657519	465.720695614531	415.093543423949	467.28365661878	412.168441991994
gRNA_2241	RE55	567.927770754065	422.342394590384	609.236008701552	607.279221830615	621.089732694648	533.107368212713	436.870741018941	640.687860502182	644.928683101952	683.765752188824
BRDN0000737482	NT	587.02475719755	489.917177724846	452.959036529611	419.496426995049	453.494090538949	475.474139216744	452.326073838007	522.250844036109	449.905338810643	485.924900032666
gRNA_2654	RE60	189.309256918022	227.568019673407	131.858695270075	203.287796244007	175.482495904202	88.8512280354522	127.764084637614	95.8775847582491	55.9968018262174	89.3754726845798
gRNA_5597	RE113	357.030616117322	339.861409293909	321.100341259535	307.515861267418	360.823558994034	324.186913102325	244.194258541247	306.808271226397	344.669969861372	344.486045201729
gRNA_448	RE17	330.460895848126	332.905181618303	338.193135090841	390.209202112437	327.304430562894	461.065831967752	464.69034009326	445.54877622951	420.941475797082	429.522902707446
gRNA_2948	RE64	415.9821829646	422.342394590384	404.122482725879	446.199484976253	402.229541173677	535.508752754212	691.368554772899	592.185082330362	577.34633607031	678.559413974188
gRNA_1978	RE49	172.703181749774	62.606049080457	224.648147497165	279.090025351942	357.865988838345	193.311455590646	92.7319969143978	191.755169516498	269.363926026114	387.004473954588
gRNA_760	RE22	382.770032628105	451.16105210361	441.970811923771	394.516146948116	366.738699305411	457.463755155504	445.113585189109	391.406140130734	474.041891321944	430.390625743219
gRNA_6516	RE127	175.194093025011	311.042751780683	145.288747566101	115.426121596173	138.01994059881	237.737069608372	189.58541591388	197.395027443454	232.676366208938	180.486391440704
gRNA_4548	RE97	440.891295716972	432.279862698393	378.48329197892	446.199484976253	373.639696335352	408.23537205478	376.079765263946	450.060662571075	473.076429221492	459.893208959488
gRNA_3965	RE85	179.345611817073	201.730602592583	163.602455242501	130.069734037479	153.793648095817	31.2179990394832	25.7588880317771	28.1992896347791	32.8257114153688	26.0316910731785
gRNA_1977	RE49	239.957786181177	132.16832583652	196.567129060019	304.931694366011	389.413403832359	326.588297643824	181.342571743711	341.775390373523	379.426605477645	406.094380741585
gRNA_4349	RE93	610.273262433097	598.235580102144	673.944442491497	565.071162440969	507.716210059911	579.934366771938	530.63309345461	491.795611230548	452.801725111999	452.951424673307
gRNA_5700	RE114	589.515668472787	560.47320129171	610.456922546645	560.764217605291	640.806867065907	536.709445024961	653.245400485869	478.259952205854	539.693314152682	426.919733600128
gRNA_2589	RE58	383.600336386518	578.360643886126	334.530393555561	404.852814553743	458.423374131764	338.595220351317	410.081497465892	298.912470128658	377.495681276741	379.194966632634
gRNA_4296	RE90	421.794309273487	490.910924535647	378.48329197892	435.862817370626	324.346860407205	517.498368692971	598.636557858501	531.274616719239	474.041891321944	517.162929320481
BRDN0000738101	NT	327.969984572888	338.867662483108	312.553944343882	310.100028168824	328.290287281457	296.57099087509	356.503010359796	351.927134642043	416.114165294822	338.411983951321
gRNA_1344	RE36	354.539704842085	342.842649726312	376.041464288733	373.842811736861	350.964991808404	416.640217950025	476.024250827242	409.453685496993	358.186439267701	382.665858775725
gRNA_3298	RE71	1022.93423036404	1177.58997079907	1058.53230369588	1081.0431537552	953.323446850357	940.142047996744	1084.96436389845	952.008018070144	900.776139721739	859.045805414893
gRNA_5076	RE107	373.636691285569	316.011485834687	454.179950374704	454.813374647609	418.003248670684	367.411834849302	478.084961869784	358.69496415439	442.181642007027	434.729240922082
gRNA_4796	RE105	621.89751505087	651.897907885393	579.934076419313	608.140610797751	527.43334443117	681.993209785633	632.638290060447	645.199746843746	667.134311412349	669.882183616462
gRNA_3232	RE70	436.73977692491	448.179811671208	437.087156543398	480.655043661678	366.738699305411	313.380682665581	325.592344721663	384.638310618387	294.465940637867	279.406817518783
gRNA_4778	RE103	162.739536648825	155.024502484941	158.718799862127	146.436124413056	177.454209341328	92.4533048477002	106.126618690922	110.541215368334	113.924527853338	113.671717686213
gRNA_5219	RE110	736.479433711778	830.772333829556	822.895931592878	755.438124177942	755.166246419207	507.892830526976	498.692072295206	633.920030989835	513.625837440477	576.168095753019
gRNA_2197	RE53	660.921791696252	624.072997182968	695.920891703176	728.735066196738	743.335965796452	453.861678343255	520.329538241899	524.506787206892	568.657177166242	448.612809494444
gRNA_2144	RE52	653.44905787054	261.355411240638	633.654285603418	896.705914788185	1194.85834289827	683.193902056382	311.167367423868	698.214411357131	1031.11352328276	1252.12434061988
gRNA_857	RE23	258.224468866249	251.417943132628	230.752716722632	223.961131455262	192.242060119772	78.044997598708	118.490884946175	87.9817836605109	111.028141551982	111.068548578895
gRNA_2055	RE50	520.60045652456	212.661817511393	568.945851813474	798.507572534724	1065.71111276653	501.88936917323	230.799636764723	545.938247329324	833.193792690097	1162.74886793531
gRNA_6985	RE137	562.945948203591	463.086013833221	571.38767950366	603.833665962072	597.429171449138	461.065831967752	343.108388583272	386.894253789169	428.665172600699	410.432995920449
gRNA_6143	RE123	177.685004300248	187.818147241371	196.567129060019	218.792797652448	149.850221221566	254.546761398863	288.499545955904	205.290828541192	180.541412784528	209.988974656973
gRNA_4519	RE96	332.951807123363	300.111536861873	280.810184371457	332.496141314351	361.809415712597	529.505291400465	479.115317391055	550.450133670888	545.486086755394	532.781943964388
gRNA_3620	RE79	449.194333301096	499.854645832855	474.93548574129	510.803657511425	490.956645844341	416.640217950025	370.927987657591	443.292833058728	415.14870319437	427.787456635901
gRNA_5638	RE114	74.7273382571139	47.6998469184434	85.4639691565304	103.366676056274	102.529098730545	240.13845414987	319.410211594037	243.641862444491	217.228972601705	203.914913406565
gRNA_5082	RE107	438.400384441735	513.767101184067	482.26096881185	431.555872534947	509.687923497037	351.80283532956	389.474387040471	392.534111716125	376.530219176289	343.618322165957
gRNA_2082	RE51	573.739897062952	403.461205185167	472.493658051103	536.645326525494	609.259452071893	351.80283532956	325.592344721663	330.495674519611	333.084424655948	297.629001270008
gRNA_4946	RE105	468.29131974458	526.685809724479	562.841282588007	481.516432628814	403.21539789224	694.000132493126	673.852510911291	688.062667088611	740.509431046703	669.882183616462
gRNA_4578	RE97	833.624973446026	701.585248425439	850.976950030024	740.794511736637	686.156276119802	495.885907819483	561.543759092742	468.108207937333	545.486086755394	517.162929320481
gRNA_6046	RE122	403.527626588415	403.461205185167	389.47151658476	346.278364788521	293.785302131754	343.397989434315	347.229810668356	318.087987080308	320.533417350072	354.030998595228
