motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
M04220_2.00	AC0555	SREBF2_eDBD_HT-SELEX_2	SREBF2	bHLH	SELEX	28473536
M04221_2.00	AC0636	SREBF2_eDBD_Methyl-HT-SELEX_1	SREBF2	bHLH	SELEX	28473536
M04222_2.00	AC0555	SREBF2_eDBD_Methyl-HT-SELEX_2	SREBF2	bHLH	SELEX	28473536
M04223_2.00	AC0608	OLIG2_eDBD_HT-SELEX_1	OLIG2	bHLH	SELEX	28473536
M04224_2.00	AC0607	OLIG2_eDBD_HT-SELEX_2	OLIG2	bHLH	SELEX	28473536
M04225_2.00	AC0609	OLIG2_eDBD_Methyl-HT-SELEX_1	OLIG2	bHLH	SELEX	28473536
M04226_2.00	AC0607	OLIG2_eDBD_Methyl-HT-SELEX_2	OLIG2	bHLH	SELEX	28473536
M04227_2.00	AC0402	CEBPE_eDBD_HT-SELEX	CEBPE	bZIP	SELEX	28473536
M04228_2.00	AC0402	CEBPE_eDBD_Methyl-HT-SELEX	CEBPE	bZIP	SELEX	28473536
M04229_2.00	AC0547	CREM_eDBD_HT-SELEX	CREM	bZIP	SELEX	28473536
M04230_2.00	AC0547	CREM_eDBD_Methyl-HT-SELEX	CREM	bZIP	SELEX	28473536
M04231_2.00	AC0541	XBP1_FL_HT-SELEX_1	XBP1	bZIP	SELEX	28473536
M04232_2.00	AC0547	XBP1_FL_HT-SELEX_2	XBP1	bZIP	SELEX	28473536
M04233_2.00	AC0541	XBP1_FL_Methyl-HT-SELEX_1	XBP1	bZIP	SELEX	28473536
M04234_2.00	AC0547	XBP1_FL_Methyl-HT-SELEX_2	XBP1	bZIP	SELEX	28473536
M04235_2.00	AC0403	DBP_eDBD_HT-SELEX	DBP	bZIP	SELEX	28473536
M04236_2.00	AC0403	DBP_eDBD_Methyl-HT-SELEX	DBP	bZIP	SELEX	28473536
M04237_2.00	AC0403	DBP_FL_HT-SELEX	DBP	bZIP	SELEX	28473536
M04238_2.00	AC0403	DBP_FL_Methyl-HT-SELEX	DBP	bZIP	SELEX	28473536
M04239_2.00	AC0541	CREB3_FL_HT-SELEX_1	CREB3	bZIP	SELEX	28473536
M04240_2.00	AC0552	CREB3_FL_HT-SELEX_2	CREB3	bZIP	SELEX	28473536
M04241_2.00	AC0547	CREB3_FL_HT-SELEX_3	CREB3	bZIP	SELEX	28473536
M04242_2.00	AC0552	CREB3_FL_Methyl-HT-SELEX_1	CREB3	bZIP	SELEX	28473536
M04243_2.00	AC0541	CREB3_FL_Methyl-HT-SELEX_2	CREB3	bZIP	SELEX	28473536
M04244_2.00	AC0547	CREB3_FL_Methyl-HT-SELEX_3	CREB3	bZIP	SELEX	28473536
M04245_2.00	AC0403	HLF_FL_HT-SELEX	HLF	bZIP	SELEX	28473536
M04246_2.00	AC0403	HLF_FL_Methyl-HT-SELEX	HLF	bZIP	SELEX	28473536
M04247_2.00	AC0242	BACH2_eDBD_HT-SELEX_1	BACH2	bZIP	SELEX	28473536
M04248_2.00	AC0547	BACH2_eDBD_HT-SELEX_2	BACH2	bZIP	SELEX	28473536
M04249_2.00	AC0242	BACH2_eDBD_Methyl-HT-SELEX	BACH2	bZIP	SELEX	28473536
M04250_2.00	AC0547	ATF2_eDBD_HT-SELEX	ATF2	bZIP	SELEX	28473536
M04251_2.00	AC0547	ATF2_eDBD_Methyl-HT-SELEX	ATF2	bZIP	SELEX	28473536
M04252_2.00	AC0547	ATF2_FL_HT-SELEX	ATF2	bZIP	SELEX	28473536
M04253_2.00	AC0547	ATF2_FL_Methyl-HT-SELEX	ATF2	bZIP	SELEX	28473536
M04254_2.00	AC0541	ATF6_eDBD_HT-SELEX_1	ATF6	bZIP	SELEX	28473536
M04255_2.00	AC0547	ATF6_eDBD_HT-SELEX_2	ATF6	bZIP	SELEX	28473536
M04256_2.00	AC0541	ATF6_eDBD_Methyl-HT-SELEX_1	ATF6	bZIP	SELEX	28473536
M04257_2.00	AC0547	ATF6_eDBD_Methyl-HT-SELEX_2	ATF6	bZIP	SELEX	28473536
M04258_2.00	AC0547	CREB1_eDBD_HT-SELEX_1	CREB1	bZIP	SELEX	28473536
M04259_2.00	AC0547	CREB1_eDBD_HT-SELEX_2	CREB1	bZIP	SELEX	28473536
M04260_2.00	AC0541	CREB1_eDBD_HT-SELEX_3	CREB1	bZIP	SELEX	28473536
M04261_2.00	AC0390	CREB1_eDBD_Methyl-HT-SELEX_1	CREB1	bZIP	SELEX	28473536
M04262_2.00	AC0547	CREB1_eDBD_Methyl-HT-SELEX_2	CREB1	bZIP	SELEX	28473536
M04263_2.00	AC0547	CREB1_eDBD_Methyl-HT-SELEX_3	CREB1	bZIP	SELEX	28473536
M04264_2.00	AC0547	CREB1_FL_HT-SELEX	CREB1	bZIP	SELEX	28473536
M04265_2.00	AC0547	CREB1_FL_Methyl-HT-SELEX	CREB1	bZIP	SELEX	28473536
M04266_2.00	AC0242	NFE2_eDBD_HT-SELEX	NFE2	bZIP	SELEX	28473536
M04267_2.00	AC0242	NFE2_eDBD_Methyl-HT-SELEX	NFE2	bZIP	SELEX	28473536
M04268_2.00	AC0547	BATF3_eDBD_HT-SELEX	BATF3	bZIP	SELEX	28473536
M04269_2.00	AC0547	BATF3_eDBD_Methyl-HT-SELEX	BATF3	bZIP	SELEX	28473536
M04270_2.00	AC0547	BATF3_FL_HT-SELEX	BATF3	bZIP	SELEX	28473536
M04271_2.00	AC0547	BATF3_FL_Methyl-HT-SELEX	BATF3	bZIP	SELEX	28473536
M04272_2.00	AC0547	FOSB_eDBD_HT-SELEX	FOSB	bZIP	SELEX	28473536
M04273_2.00	AC0547	FOSB_eDBD_Methyl-HT-SELEX	FOSB	bZIP	SELEX	28473536
M04274_2.00	AC0547	ATF4_eDBD_HT-SELEX	ATF4	bZIP	SELEX	28473536
M04275_2.00	AC0547	ATF4_eDBD_Methyl-HT-SELEX	ATF4	bZIP	SELEX	28473536
M04276_2.00	AC0547	ATF4_FL_HT-SELEX	ATF4	bZIP	SELEX	28473536
M04277_2.00	AC0244	NRL_eDBD_HT-SELEX	NRL	bZIP	SELEX	28473536
M04278_2.00	AC0244	NRL_eDBD_Methyl-HT-SELEX	NRL	bZIP	SELEX	28473536
M04279_2.00	AC0244	NRL_FL_HT-SELEX	NRL	bZIP	SELEX	28473536
M04280_2.00	AC0244	NRL_FL_Methyl-HT-SELEX	NRL	bZIP	SELEX	28473536
M04281_2.00	AC0390	JUND_eDBD_HT-SELEX_1	JUND	bZIP	SELEX	28473536
M04282_2.00	AC0547	JUND_eDBD_HT-SELEX_2	JUND	bZIP	SELEX	28473536
M04283_2.00	AC0242	JUND_eDBD_Methyl-HT-SELEX_1	JUND	bZIP	SELEX	28473536
M04284_2.00	AC0242	JUND_eDBD_Methyl-HT-SELEX_2	JUND	bZIP	SELEX	28473536
M04285_2.00	AC0242	JDP2_eDBD_HT-SELEX_1	JDP2	bZIP	SELEX	28473536
M04286_2.00	AC0547	JDP2_eDBD_HT-SELEX_2	JDP2	bZIP	SELEX	28473536
M04287_2.00	AC0242	JDP2_eDBD_Methyl-HT-SELEX_1	JDP2	bZIP	SELEX	28473536
M04288_2.00	AC0547	JDP2_eDBD_Methyl-HT-SELEX_2	JDP2	bZIP	SELEX	28473536
M04289_2.00	AC0242	JDP2_FL_HT-SELEX_1	JDP2	bZIP	SELEX	28473536
M04290_2.00	AC0547	JDP2_FL_HT-SELEX_2	JDP2	bZIP	SELEX	28473536
M04291_2.00	AC0242	JDP2_FL_Methyl-HT-SELEX_1	JDP2	bZIP	SELEX	28473536
M04292_2.00	AC0547	JDP2_FL_Methyl-HT-SELEX_2	JDP2	bZIP	SELEX	28473536
M04293_2.00	AC0547	CREB3L4_eDBD_HT-SELEX_1	CREB3L4	bZIP	SELEX	28473536
M04294_2.00	AC0541	CREB3L4_eDBD_HT-SELEX_2	CREB3L4	bZIP	SELEX	28473536
M04295_2.00	AC0552	CREB3L4_eDBD_HT-SELEX_3	CREB3L4	bZIP	SELEX	28473536
M04296_2.00	AC0547	CREB3L4_eDBD_Methyl-HT-SELEX_1	CREB3L4	bZIP	SELEX	28473536
M04297_2.00	AC0552	CREB3L4_eDBD_Methyl-HT-SELEX_2	CREB3L4	bZIP	SELEX	28473536
M04298_2.00	AC0541	CREB3L4_eDBD_Methyl-HT-SELEX_3	CREB3L4	bZIP	SELEX	28473536
M04299_2.00	AC0547	CREB5_eDBD_HT-SELEX	CREB5	bZIP	SELEX	28473536
M04300_2.00	AC0547	CREB5_eDBD_Methyl-HT-SELEX	CREB5	bZIP	SELEX	28473536
M04301_2.00	AC0547	CREB5_FL_HT-SELEX	CREB5	bZIP	SELEX	28473536
M04302_2.00	AC0547	CREB5_FL_Methyl-HT-SELEX	CREB5	bZIP	SELEX	28473536
M04303_2.00	AC0402	CEBPG_eDBD_HT-SELEX	CEBPG	bZIP	SELEX	28473536
M04304_2.00	AC0402	CEBPG_eDBD_Methyl-HT-SELEX	CEBPG	bZIP	SELEX	28473536
M04305_2.00	AC0402	CEBPG_FL_HT-SELEX	CEBPG	bZIP	SELEX	28473536
M04306_2.00	AC0402	CEBPG_FL_Methyl-HT-SELEX	CEBPG	bZIP	SELEX	28473536
M04307_2.00	AC0014	BATF_FL_HT-SELEX	BATF	bZIP	SELEX	28473536
M04308_2.00	AC0014	BATF_FL_Methyl-HT-SELEX	BATF	bZIP	SELEX	28473536
M04309_2.00	AC0551	CREB3L1_eDBD_HT-SELEX_1	CREB3L1	bZIP	SELEX	28473536
M04310_2.00	AC0541	CREB3L1_eDBD_HT-SELEX_2	CREB3L1	bZIP	SELEX	28473536
M04311_2.00	AC0552	CREB3L1_eDBD_HT-SELEX_3	CREB3L1	bZIP	SELEX	28473536
M04312_2.00	AC0551	CREB3L1_eDBD_Methyl-HT-SELEX_1	CREB3L1	bZIP	SELEX	28473536
M04313_2.00	AC0552	CREB3L1_eDBD_Methyl-HT-SELEX_2	CREB3L1	bZIP	SELEX	28473536
M04314_2.00	AC0541	CREB3L1_eDBD_Methyl-HT-SELEX_3	CREB3L1	bZIP	SELEX	28473536
M04315_2.00	AC0541	CREB3L1_FL_HT-SELEX_1	CREB3L1	bZIP	SELEX	28473536
M04316_2.00	AC0552	CREB3L1_FL_HT-SELEX_2	CREB3L1	bZIP	SELEX	28473536
M04317_2.00	AC0551	CREB3L1_FL_HT-SELEX_3	CREB3L1	bZIP	SELEX	28473536
M04318_2.00	AC0552	CREB3L1_FL_Methyl-HT-SELEX_1	CREB3L1	bZIP	SELEX	28473536
M04319_2.00	AC0541	CREB3L1_FL_Methyl-HT-SELEX_2	CREB3L1	bZIP	SELEX	28473536
M04320_2.00	AC0551	CREB3L1_FL_Methyl-HT-SELEX_3	CREB3L1	bZIP	SELEX	28473536
M04321_2.00	AC0547	ATF3_eDBD_HT-SELEX	ATF3	bZIP	SELEX	28473536
M04322_2.00	AC0547	ATF3_eDBD_Methyl-HT-SELEX	ATF3	bZIP	SELEX	28473536
M04323_2.00	AC0547	ATF3_FL_HT-SELEX	ATF3	bZIP	SELEX	28473536
M04324_2.00	AC0547	ATF3_FL_Methyl-HT-SELEX	ATF3	bZIP	SELEX	28473536
M04325_2.00	AC0403	TEF_eDBD_HT-SELEX	TEF	bZIP	SELEX	28473536
M04326_2.00	AC0403	TEF_eDBD_Methyl-HT-SELEX	TEF	bZIP	SELEX	28473536
M04327_2.00	AC0547	FOS_eDBD_HT-SELEX	FOS	bZIP	SELEX	28473536
M04328_2.00	AC0547	FOS_eDBD_Methyl-HT-SELEX	FOS	bZIP	SELEX	28473536
M04329_2.00	AC0547	JUNB_eDBD_HT-SELEX	JUNB	bZIP	SELEX	28473536
M04330_2.00	AC0242	JUNB_eDBD_Methyl-HT-SELEX	JUNB	bZIP	SELEX	28473536
M04331_2.00	AC0402	CEBPB_eDBD_HT-SELEX	CEBPB	bZIP	SELEX	28473536
M04332_2.00	AC0402	CEBPB_eDBD_Methyl-HT-SELEX	CEBPB	bZIP	SELEX	28473536
M04333_2.00	AC0242	FOSL1_FL_HT-SELEX_1	FOSL1	bZIP	SELEX	28473536
M04334_2.00	AC0547	FOSL1_FL_HT-SELEX_2	FOSL1	bZIP	SELEX	28473536
M04335_2.00	AC0014	FOSL1_FL_HT-SELEX_3	FOSL1	bZIP	SELEX	28473536
M04336_2.00	AC0242	FOSL1_FL_Methyl-HT-SELEX_1	FOSL1	bZIP	SELEX	28473536
M04337_2.00	AC0547	FOSL1_FL_Methyl-HT-SELEX_2	FOSL1	bZIP	SELEX	28473536
M04338_2.00	AC0014	FOSL1_FL_Methyl-HT-SELEX_3	FOSL1	bZIP	SELEX	28473536
M04339_2.00	AC0547	JUN_FL_HT-SELEX_1	JUN	bZIP	SELEX	28473536
M04340_2.00	AC0242	JUN_FL_HT-SELEX_2	JUN	bZIP	SELEX	28473536
M04341_2.00	AC0242	JUN_FL_Methyl-HT-SELEX_1	JUN	bZIP	SELEX	28473536
M04342_2.00	AC0242	JUN_FL_Methyl-HT-SELEX_2	JUN	bZIP	SELEX	28473536
M04343_2.00	AC0244	MAF_eDBD_HT-SELEX	MAF	bZIP	SELEX	28473536
M04344_2.00	AC0244	MAF_eDBD_Methyl-HT-SELEX	MAF	bZIP	SELEX	28473536
M04345_2.00	AC0244	MAF_FL_HT-SELEX_1	MAF	bZIP	SELEX	28473536
M04346_2.00	AC0244	MAF_FL_HT-SELEX_2	MAF	bZIP	SELEX	28473536
M04347_2.00	AC0246	MAF_FL_HT-SELEX_3	MAF	bZIP	SELEX	28473536
M04348_2.00	AC0244	MAF_FL_Methyl-HT-SELEX_1	MAF	bZIP	SELEX	28473536
M04349_2.00	AC0244	MAF_FL_Methyl-HT-SELEX_2	MAF	bZIP	SELEX	28473536
M04350_2.00	AC0246	MAF_FL_Methyl-HT-SELEX_3	MAF	bZIP	SELEX	28473536
M04351_2.00	AC0244	MAFA_eDBD_HT-SELEX_1	MAFA	bZIP	SELEX	28473536
M04352_2.00	AC0244	MAFA_eDBD_HT-SELEX_2	MAFA	bZIP	SELEX	28473536
M04353_2.00	AC0246	MAFA_eDBD_HT-SELEX_3	MAFA	bZIP	SELEX	28473536
M04354_2.00	AC0244	MAFA_eDBD_Methyl-HT-SELEX_1	MAFA	bZIP	SELEX	28473536
M04355_2.00	AC0246	MAFA_eDBD_Methyl-HT-SELEX_2	MAFA	bZIP	SELEX	28473536
M04356_2.00	AC0244	MAFA_eDBD_Methyl-HT-SELEX_3	MAFA	bZIP	SELEX	28473536
M04357_2.00	AC0244	MAFF_eDBD_HT-SELEX_1	MAFF	bZIP	SELEX	28473536
M04358_2.00	AC0246	MAFF_eDBD_HT-SELEX_2	MAFF	bZIP	SELEX	28473536
M04359_2.00	AC0244	MAFF_eDBD_Methyl-HT-SELEX_1	MAFF	bZIP	SELEX	28473536
M04360_2.00	AC0246	MAFF_eDBD_Methyl-HT-SELEX_2	MAFF	bZIP	SELEX	28473536
M04361_2.00	AC0244	MAFF_FL_HT-SELEX_1	MAFF	bZIP	SELEX	28473536
M04362_2.00	AC0246	MAFF_FL_HT-SELEX_2	MAFF	bZIP	SELEX	28473536
M04363_2.00	AC0244	MAFF_FL_Methyl-HT-SELEX_1	MAFF	bZIP	SELEX	28473536
M04364_2.00	AC0246	MAFF_FL_Methyl-HT-SELEX_2	MAFF	bZIP	SELEX	28473536
M04365_2.00	AC0244	MAFG_eDBD_HT-SELEX_1	MAFG	bZIP	SELEX	28473536
M04366_2.00	AC0244	MAFG_eDBD_HT-SELEX_2	MAFG	bZIP	SELEX	28473536
M04367_2.00	AC0246	MAFG_eDBD_HT-SELEX_3	MAFG	bZIP	SELEX	28473536
M04368_2.00	AC0244	MAFG_eDBD_Methyl-HT-SELEX_1	MAFG	bZIP	SELEX	28473536
M04369_2.00	AC0244	MAFG_eDBD_Methyl-HT-SELEX_2	MAFG	bZIP	SELEX	28473536
M04370_2.00	AC0246	MAFG_eDBD_Methyl-HT-SELEX_3	MAFG	bZIP	SELEX	28473536
M04371_2.00	AC0244	MAFG_FL_HT-SELEX_1	MAFG	bZIP	SELEX	28473536
M04372_2.00	AC0244	MAFG_FL_HT-SELEX_2	MAFG	bZIP	SELEX	28473536
M04373_2.00	AC0244	MAFG_FL_Methyl-HT-SELEX_1	MAFG	bZIP	SELEX	28473536
M04374_2.00	AC0244	MAFG_FL_Methyl-HT-SELEX_2	MAFG	bZIP	SELEX	28473536
M04375_2.00	AC0547	ATF6B_eDBD_HT-SELEX_1	ATF6B	bZIP	SELEX	28473536
M04376_2.00	AC0541	ATF6B_eDBD_HT-SELEX_2	ATF6B	bZIP	SELEX	28473536
M04377_2.00	AC0552	ATF6B_eDBD_HT-SELEX_3	ATF6B	bZIP	SELEX	28473536
M04378_2.00	AC0547	ATF6B_eDBD_Methyl-HT-SELEX_1	ATF6B	bZIP	SELEX	28473536
M04379_2.00	AC0541	ATF6B_eDBD_Methyl-HT-SELEX_2	ATF6B	bZIP	SELEX	28473536
M04380_2.00	AC0402	CEBPD_eDBD_HT-SELEX	CEBPD	bZIP	SELEX	28473536
M04381_2.00	AC0402	CEBPD_eDBD_Methyl-HT-SELEX	CEBPD	bZIP	SELEX	28473536
M04382_2.00	AC0547	ATF7_eDBD_HT-SELEX	ATF7	bZIP,C2H2 ZF	SELEX	28473536
M04383_2.00	AC0547	ATF7_eDBD_Methyl-HT-SELEX	ATF7	bZIP,C2H2 ZF	SELEX	28473536
M04384_2.00	AC0283	ZSCAN29_eDBD_HT-SELEX	ZSCAN29	C2H2 ZF,MADF	SELEX	28473536
M04385_2.00	AC0283	ZSCAN29_eDBD_Methyl-HT-SELEX	ZSCAN29	C2H2 ZF,MADF	SELEX	28473536
M04386_2.00	AC0179	ZNF263_eDBD_HT-SELEX	ZNF263	C2H2 ZF	SELEX	28473536
M04387_2.00	AC0179	ZNF263_eDBD_Methyl-HT-SELEX	ZNF263	C2H2 ZF	SELEX	28473536
M04388_2.00	AC0362	DPF1_eDBD_HT-SELEX	DPF1	C2H2 ZF	SELEX	28473536
M04389_2.00	AC0362	DPF1_eDBD_Methyl-HT-SELEX	DPF1	C2H2 ZF	SELEX	28473536
M04390_2.00	AC0327	ZBTB32_eDBD_HT-SELEX	ZBTB32	C2H2 ZF	SELEX	28473536
M04391_2.00	AC0327	ZBTB32_eDBD_Methyl-HT-SELEX	ZBTB32	C2H2 ZF	SELEX	28473536
M04392_2.00	AC0606	SNAI2_eDBD_HT-SELEX	SNAI2	C2H2 ZF	SELEX	28473536
M04393_2.00	AC0606	SNAI2_eDBD_Methyl-HT-SELEX	SNAI2	C2H2 ZF	SELEX	28473536
M04394_2.00	AC0606	SNAI2_FL_HT-SELEX	SNAI2	C2H2 ZF	SELEX	28473536
M04395_2.00	AC0606	SNAI2_FL_Methyl-HT-SELEX	SNAI2	C2H2 ZF	SELEX	28473536
M04396_2.00	AC0192	PRDM1_eDBD_HT-SELEX	PRDM1	C2H2 ZF	SELEX	28473536
M04397_2.00	AC0192	PRDM1_eDBD_Methyl-HT-SELEX	PRDM1	C2H2 ZF	SELEX	28473536
M04398_2.00	AC0156	ZNF76_eDBD_HT-SELEX	ZNF76	C2H2 ZF	SELEX	28473536
M04399_2.00	AC0156	ZNF76_eDBD_Methyl-HT-SELEX	ZNF76	C2H2 ZF	SELEX	28473536
M04400_2.00	AC0108	KLF6_eDBD_HT-SELEX	KLF6	C2H2 ZF	SELEX	28473536
M04401_2.00	AC0108	KLF6_eDBD_Methyl-HT-SELEX	KLF6	C2H2 ZF	SELEX	28473536
M04402_2.00	AC0117	GLI2_eDBD_HT-SELEX	GLI2	C2H2 ZF	SELEX	28473536
M04403_2.00	AC0117	GLI2_eDBD_Methyl-HT-SELEX	GLI2	C2H2 ZF	SELEX	28473536
M04404_2.00	AC0216	ZNF343_eDBD_HT-SELEX	ZNF343	C2H2 ZF	SELEX	28473536
M04405_2.00	AC0216	ZNF343_eDBD_Methyl-HT-SELEX	ZNF343	C2H2 ZF	SELEX	28473536
M04406_2.00	AC0060	YY1_FL_HT-SELEX_1	YY1	C2H2 ZF	SELEX	28473536
M04407_2.00	AC0059	YY1_FL_HT-SELEX_2	YY1	C2H2 ZF	SELEX	28473536
M04408_2.00	AC0060	YY1_FL_Methyl-HT-SELEX_1	YY1	C2H2 ZF	SELEX	28473536
M04409_2.00	AC0059	YY1_FL_Methyl-HT-SELEX_2	YY1	C2H2 ZF	SELEX	28473536
M04410_2.00	AC0108	KLF5_eDBD_HT-SELEX	KLF5	C2H2 ZF	SELEX	28473536
M04411_2.00	AC0108	KLF5_eDBD_Methyl-HT-SELEX	KLF5	C2H2 ZF	SELEX	28473536
M04412_2.00	AC0336	ZNF821_FL_HT-SELEX	ZNF821	C2H2 ZF	SELEX	28473536
M04413_2.00	AC0336	ZNF821_FL_Methyl-HT-SELEX	ZNF821	C2H2 ZF	SELEX	28473536
M04414_2.00	AC0529	ZNF174_eDBD_HT-SELEX	ZNF174	C2H2 ZF	SELEX	28473536
M04415_2.00	AC0529	ZNF174_eDBD_Methyl-HT-SELEX	ZNF174	C2H2 ZF	SELEX	28473536
M04416_2.00	AC0117	GLI3_eDBD_HT-SELEX	GLI3	C2H2 ZF	SELEX	28473536
M04417_2.00	AC0117	GLI3_eDBD_Methyl-HT-SELEX	GLI3	C2H2 ZF	SELEX	28473536
M04418_2.00	AC0108	KLF3_FL_HT-SELEX	KLF3	C2H2 ZF	SELEX	28473536
M04419_2.00	AC0108	KLF3_FL_Methyl-HT-SELEX_1	KLF3	C2H2 ZF	SELEX	28473536
M04420_2.00	AC0016	KLF3_FL_Methyl-HT-SELEX_2	KLF3	C2H2 ZF	SELEX	28473536
M04421_2.00	AC0353	PRDM4_eDBD_HT-SELEX	PRDM4	C2H2 ZF	SELEX	28473536
M04422_2.00	AC0353	PRDM4_eDBD_Methyl-HT-SELEX_1	PRDM4	C2H2 ZF	SELEX	28473536
M04423_2.00	AC0353	PRDM4_eDBD_Methyl-HT-SELEX_2	PRDM4	C2H2 ZF	SELEX	28473536
M04424_2.00	AC0210	BCL6_eDBD_HT-SELEX_1	BCL6	C2H2 ZF	SELEX	28473536
M04425_2.00	AC0210	BCL6_eDBD_HT-SELEX_2	BCL6	C2H2 ZF	SELEX	28473536
M04426_2.00	AC0210	BCL6_eDBD_Methyl-HT-SELEX_1	BCL6	C2H2 ZF	SELEX	28473536
M04427_2.00	AC0210	BCL6_eDBD_Methyl-HT-SELEX_2	BCL6	C2H2 ZF	SELEX	28473536
M04428_2.00	AC0131	ZNF684_FL_HT-SELEX	ZNF684	C2H2 ZF	SELEX	28473536
M04429_2.00	AC0131	ZNF684_FL_Methyl-HT-SELEX	ZNF684	C2H2 ZF	SELEX	28473536
M04430_2.00	AC0108	KLF12_FL_HT-SELEX	KLF12	C2H2 ZF	SELEX	28473536
M04431_2.00	AC0108	KLF12_FL_Methyl-HT-SELEX_1	KLF12	C2H2 ZF	SELEX	28473536
M04432_2.00	AC0108	KLF12_FL_Methyl-HT-SELEX_2	KLF12	C2H2 ZF	SELEX	28473536
M04433_2.00	AC0362	ZBTB45_eDBD_HT-SELEX	ZBTB45	C2H2 ZF	SELEX	28473536
M04434_2.00	AC0362	ZBTB45_eDBD_Methyl-HT-SELEX	ZBTB45	C2H2 ZF	SELEX	28473536
M04435_2.00	AC0332	ZNF410_eDBD_HT-SELEX	ZNF410	C2H2 ZF	SELEX	28473536
M04436_2.00	AC0332	ZNF410_eDBD_Methyl-HT-SELEX	ZNF410	C2H2 ZF	SELEX	28473536
M04437_2.00	AC0105	EGR1_eDBD_HT-SELEX	EGR1	C2H2 ZF	SELEX	28473536
M04438_2.00	AC0105	EGR1_eDBD_Methyl-HT-SELEX	EGR1	C2H2 ZF	SELEX	28473536
M04439_2.00	AC0106	EGR2_FL_HT-SELEX	EGR2	C2H2 ZF	SELEX	28473536
M04440_2.00	AC0106	EGR2_FL_Methyl-HT-SELEX	EGR2	C2H2 ZF	SELEX	28473536
M04441_2.00	AC0606	SNAI1_eDBD_HT-SELEX	SNAI1	C2H2 ZF	SELEX	28473536
M04442_2.00	AC0606	SNAI1_eDBD_Methyl-HT-SELEX	SNAI1	C2H2 ZF	SELEX	28473536
M04443_2.00	AC0606	SNAI1_FL_HT-SELEX	SNAI1	C2H2 ZF	SELEX	28473536
M04444_2.00	AC0606	SNAI1_FL_Methyl-HT-SELEX	SNAI1	C2H2 ZF	SELEX	28473536
M04445_2.00	AC0075	OVOL2_eDBD_HT-SELEX	OVOL2	C2H2 ZF	SELEX	28473536
M04446_2.00	AC0075	OVOL2_eDBD_Methyl-HT-SELEX	OVOL2	C2H2 ZF	SELEX	28473536
M04447_2.00	AC0075	OVOL2_FL_HT-SELEX	OVOL2	C2H2 ZF	SELEX	28473536
M04448_2.00	AC0075	OVOL2_FL_Methyl-HT-SELEX	OVOL2	C2H2 ZF	SELEX	28473536
M04449_2.00	AC0116	GLIS2_eDBD_HT-SELEX	GLIS2	C2H2 ZF	SELEX	28473536
M04450_2.00	AC0116	GLIS2_eDBD_Methyl-HT-SELEX	GLIS2	C2H2 ZF	SELEX	28473536
M04451_2.00	AC0441	ZNF384_eDBD_HT-SELEX	ZNF384	C2H2 ZF	SELEX	28473536
M04452_2.00	AC0441	ZNF384_eDBD_Methyl-HT-SELEX	ZNF384	C2H2 ZF	SELEX	28473536
M04453_2.00	AC0160	BCL11B_eDBD_HT-SELEX	BCL11B	C2H2 ZF	SELEX	28473536
M04454_2.00	AC0160	BCL11B_eDBD_Methyl-HT-SELEX	BCL11B	C2H2 ZF	SELEX	28473536
M04455_2.00	AC0108	KLF2_eDBD_HT-SELEX	KLF2	C2H2 ZF	SELEX	28473536
M04456_2.00	AC0108	KLF2_eDBD_Methyl-HT-SELEX	KLF2	C2H2 ZF	SELEX	28473536
M04457_2.00	AC0108	KLF16_eDBD_HT-SELEX	KLF16	C2H2 ZF	SELEX	28473536
M04458_2.00	AC0108	KLF16_eDBD_Methyl-HT-SELEX	KLF16	C2H2 ZF	SELEX	28473536
M04459_2.00	AC0174	ZSCAN5_eDBD_HT-SELEX	ZSCAN5	C2H2 ZF	SELEX	28473536
M04460_2.00	AC0174	ZSCAN5_eDBD_Methyl-HT-SELEX	ZSCAN5	C2H2 ZF	SELEX	28473536
M04461_2.00	AC0106	EGR4_eDBD_HT-SELEX	EGR4	C2H2 ZF	SELEX	28473536
M04462_2.00	AC0106	EGR4_eDBD_Methyl-HT-SELEX	EGR4	C2H2 ZF	SELEX	28473536
M04463_2.00	AC0108	KLF4_eDBD_HT-SELEX	KLF4	C2H2 ZF	SELEX	28473536
M04464_2.00	AC0108	KLF4_eDBD_Methyl-HT-SELEX	KLF4	C2H2 ZF	SELEX	28473536
M04465_2.00	AC0250	ZSCAN9_eDBD_HT-SELEX	ZSCAN9	C2H2 ZF	SELEX	28473536
M04466_2.00	AC0250	ZSCAN9_eDBD_Methyl-HT-SELEX	ZSCAN9	C2H2 ZF	SELEX	28473536
M04467_2.00	AC0114	ZNF740_eDBD_HT-SELEX	ZNF740	C2H2 ZF	SELEX	28473536
M04468_2.00	AC0114	ZNF740_eDBD_Methyl-HT-SELEX	ZNF740	C2H2 ZF	SELEX	28473536
M04469_2.00	AC0114	ZNF740_FL_HT-SELEX	ZNF740	C2H2 ZF	SELEX	28473536
M04470_2.00	AC0114	ZNF740_FL_Methyl-HT-SELEX	ZNF740	C2H2 ZF	SELEX	28473536
M04471_2.00	AC0077	ZIC5_eDBD_HT-SELEX	ZIC5	C2H2 ZF	SELEX	28473536
M04472_2.00	AC0077	ZIC5_eDBD_Methyl-HT-SELEX	ZIC5	C2H2 ZF	SELEX	28473536
